Observe,Shannon,J,Group,study
651,4.46928423211803,0.689863020809586,Normal,Zeller_15
453,4.23503134804541,0.692463382471927,Normal,Zeller_15
478,4.31712368416184,0.699740043796648,Normal,Zeller_15
556,4.19534436156069,0.663739622503929,Normal,Zeller_15
344,3.6149120192253,0.618923781201631,Normal,Zeller_15
425,3.86573816176669,0.638744415997049,Normal,Zeller_15
332,3.15389589559444,0.54329415465479,Normal,Zeller_15
484,4.39778398299562,0.711375539054402,Normal,Zeller_15
712,4.51910388452142,0.688040541764816,Normal,Zeller_15
284,2.67745424241135,0.473971756557857,Normal,Zeller_15
501,3.34514353079951,0.538098035552831,Normal,Zeller_15
366,3.24991266203543,0.550586912394689,CRC,Zeller_15
418,3.23600341130688,0.536163261785266,Normal,Zeller_15
425,3.43308806852943,0.567256689831548,Normal,Zeller_15
403,3.5484379623038,0.591511166297835,Normal,Zeller_15
288,2.60119637898261,0.45933507537389,Normal,Zeller_15
563,3.782379519313,0.597222883150041,Normal,Zeller_15
433,4.15117735725917,0.683801136410661,Normal,Zeller_15
256,3.16237334894654,0.570292543495575,Normal,Zeller_15
402,3.87198691024058,0.645712973774848,Normal,Zeller_15
533,4.21464052487629,0.671279150000869,CRC,Zeller_15
416,3.89071373069183,0.645152841308,Normal,Zeller_15
461,4.03937308856729,0.658586489944118,Normal,Zeller_15
309,3.60293543559373,0.628418100647802,Normal,Zeller_15
429,3.69183672748309,0.609067552052485,Normal,Zeller_15
431,2.25722939246294,0.372105039826999,CRC,Zeller_15
213,2.87544858939477,0.536334991736881,CRC,Zeller_15
510,4.07805300104646,0.654120041245208,Normal,Zeller_15
582,4.26894230956646,0.670535164596203,Normal,Zeller_15
628,4.45819563087999,0.691993455327416,Normal,Zeller_15
495,3.88310644378359,0.625847416105928,CRC,Zeller_15
415,3.78948449056685,0.628618017208307,Normal,Zeller_15
619,4.3508697775054,0.676851045982999,CRC,Zeller_15
598,3.81899473034399,0.597316105661628,Normal,Zeller_15
440,3.84152644414254,0.631126765240294,CRC,Zeller_15
536,4.3457520078524,0.691543480209833,CRC,Zeller_15
277,3.20154294344748,0.56926262052443,Normal,Zeller_15
476,3.90207515064982,0.632897111421534,Normal,Zeller_15
341,3.43317266232722,0.588690302951095,CRC,Zeller_15
477,3.95450098039751,0.641182068380318,CRC,Zeller_15
443,3.12989926045917,0.513639685532966,Normal,Zeller_15
234,2.53977830653239,0.465559818171373,Normal,Zeller_15
350,3.76817843597539,0.643260743440091,Normal,Zeller_15
629,4.40241933996755,0.68316723614064,Normal,Zeller_15
590,4.02526491159542,0.630907147678605,Normal,Zeller_15
625,4.16327170890668,0.646696538701854,CRC,Zeller_15
319,2.56842713740821,0.445505984384028,CRC,Zeller_15
384,3.88482791338648,0.652841752643519,CRC,Zeller_15
550,4.0100346026984,0.635512922019248,CRC,Zeller_15
422,4.13247350580388,0.683617845001494,CRC,Zeller_15
590,4.33796313266768,0.679918466703241,Normal,Zeller_15
326,3.07608200761114,0.53155979878196,CRC,Zeller_15
356,3.40689519290945,0.579903891465178,CRC,Zeller_15
453,4.0491381911387,0.66206828179117,CRC,Zeller_15
371,3.17684840822237,0.536974291040736,Normal,Zeller_15
375,3.97136274997477,0.670054381069239,CRC,Zeller_15
598,4.0152177090617,0.628006681000137,CRC,Zeller_15
353,3.40218878406755,0.579938175926257,Normal,Zeller_15
421,3.86120465408437,0.63899375658927,Normal,Zeller_15
367,3.39022085938479,0.57409197719216,CRC,Zeller_15
331,3.66369478247778,0.631440888559893,CRC,Zeller_15
588,3.98154231999654,0.624386515610271,CRC,Zeller_15
565,4.27221059190813,0.674187798933712,CRC,Zeller_15
252,3.21961557013407,0.582269076821292,Normal,Zeller_15
521,3.92499172195091,0.627421443592527,Normal,Zeller_15
197,1.96194263537753,0.371354718862258,Normal,Zeller_15
332,3.29757771809015,0.568044969797771,Normal,Zeller_15
551,4.0094783673013,0.635241892844894,Normal,Zeller_15
251,2.56776639634445,0.464716001499042,Normal,Zeller_15
374,3.44511457841016,0.581526979289732,CRC,Zeller_15
747,4.56332833096925,0.689734487686678,CRC,Zeller_15
550,3.93303663913793,0.623310234097574,Normal,Zeller_15
344,3.3996810882278,0.582073218605347,Normal,Zeller_15
456,3.63230758423406,0.593272658252768,Normal,Zeller_15
612,4.57358658593425,0.712759452096632,CRC,Zeller_15
358,3.08499665774915,0.524611742657256,Normal,Zeller_15
429,3.05589570344514,0.504152012349135,Normal,Zeller_15
347,3.14967023380481,0.538467319271238,CRC,Zeller_15
574,4.2265590870702,0.665324359944385,CRC,Zeller_15
515,3.66779256808195,0.587395024257292,CRC,Zeller_15
260,3.39919688058743,0.611291403850188,CRC,Zeller_15
612,4.17547032433979,0.650715993827465,CRC,Zeller_15
407,3.35917226959619,0.55904088976079,CRC,Zeller_15
561,4.13915559885033,0.653923871309856,CRC,Zeller_15
440,4.17389470607924,0.685731753407041,CRC,Zeller_15
309,3.37874025087553,0.589314343538213,CRC,Zeller_15
207,2.68528580837138,0.503549111151819,CRC,Zeller_15
335,3.33912211040137,0.57431151435694,CRC,Zeller_15
388,3.47384130634703,0.582760978799354,CRC,Zeller_15
414,3.69539302964927,0.613255098221738,CRC,Zeller_15
240,2.58924766066141,0.472435366912026,CRC,Zeller_15
