Observe,Shannon,J,Group,study
40,1.9133027606927,0.518667737585986,Normal,Hale_17
103,3.81926621185318,0.8240538382185,Normal,Hale_17
47,2.67841528325988,0.695665610863918,Normal,Hale_17
49,2.67389593161539,0.687055343463185,Normal,Hale_17
96,3.38173369776714,0.740901779598811,Normal,Hale_17
56,2.87019632625474,0.713029952851289,Normal,Hale_17
116,3.94596057415639,0.830101126836514,Normal,Hale_17
46,2.4719933888469,0.645658115464599,Normal,Hale_17
88,3.67061682685311,0.819821465069048,Normal,Hale_17
77,3.30117518161264,0.759973079135734,Normal,Hale_17
98,3.49655824211576,0.762613531804068,Normal,Hale_17
63,3.11159412522192,0.751024123208266,Normal,Hale_17
50,2.52764179362879,0.646121403202781,Normal,Hale_17
79,3.18339958808688,0.728558778036339,Normal,Hale_17
80,3.29889676326457,0.752824443640124,Normal,Hale_17
89,3.50903102410629,0.781758809372141,Normal,Hale_17
65,3.03500864746174,0.727054882844547,Normal,Hale_17
100,3.76103643174804,0.816698684272635,Normal,Hale_17
90,3.46659311556487,0.770386609554186,Normal,Hale_17
91,3.54602539447002,0.786108587365017,Normal,Hale_17
28,1.76739321170883,0.530397581034395,Normal,Hale_17
93,3.52215991677504,0.777072830303108,Normal,Hale_17
24,1.81771219318364,0.571957647735825,Normal,Hale_17
117,4.02768811808042,0.845766696728491,Normal,Hale_17
83,3.37713653044339,0.764258508099336,Normal,Hale_17
84,3.36021938499472,0.758374705510715,Normal,Hale_17
91,3.52528703468745,0.781511157595233,Normal,Hale_17
87,3.61109593214404,0.808591631578826,CRC,Hale_17
88,3.39830660318257,0.759001778064492,Normal,Hale_17
88,3.50846479897034,0.783605286880615,Normal,Hale_17
90,3.70028468315521,0.822320265577728,CRC,Hale_17
76,3.15979664536437,0.729621613035048,Normal,Hale_17
106,3.82384535961568,0.819962538900436,CRC,Hale_17
100,3.62967202745575,0.788173266321309,Normal,Hale_17
59,3.17915776806256,0.779675922489474,Normal,Hale_17
73,3.34479956217365,0.779590066764127,Normal,Hale_17
96,3.64172916909669,0.797864013947094,Normal,Hale_17
102,3.56460924228584,0.770730853173287,Normal,Hale_17
55,2.35732213732264,0.5882520939386,Normal,Hale_17
93,3.36267967233208,0.741887668966031,Normal,Hale_17
67,2.53765218127827,0.603528583653241,Normal,Hale_17
37,1.81169997919957,0.501728375728401,Normal,Hale_17
82,3.32391489454234,0.754283335977409,Normal,Hale_17
64,2.75744915165922,0.663026369433707,Normal,Hale_17
85,3.4671035086723,0.780413160634018,Normal,Hale_17
63,3.04119239947627,0.734031741739906,Normal,Hale_17
67,2.83067990497603,0.673219224616245,CRC,Hale_17
37,1.98460864544358,0.54961333751015,Normal,Hale_17
80,3.16706536832293,0.722739871835268,Normal,Hale_17
41,2.35144842590293,0.633203929711206,Normal,Hale_17
91,3.78343892066646,0.838740137040517,Normal,Hale_17
43,2.27196379616717,0.604052889046618,Normal,Hale_17
72,3.05779225146226,0.714994382625729,Normal,Hale_17
66,3.02778542832174,0.722681369887123,Normal,Hale_17
45,2.83486472270169,0.744711339741796,Normal,Hale_17
75,3.19905040558718,0.740951757471532,Normal,Hale_17
68,2.69290579479561,0.63820378654415,Normal,Hale_17
62,2.87513406004339,0.696641735355554,Normal,Hale_17
87,3.5111779004147,0.786218123419989,Normal,Hale_17
61,3.00769356547296,0.731643359745312,Normal,Hale_17
50,2.7626944968956,0.706206096708075,Normal,Hale_17
49,2.19984892142062,0.565249357090971,Normal,Hale_17
79,3.26829131222053,0.747987256645076,Normal,Hale_17
75,3.29835646969697,0.763952646298172,Normal,Hale_17
83,3.32701992524948,0.75291693467723,Normal,Hale_17
49,2.53945024017823,0.652509634479028,Normal,Hale_17
80,3.06693468354605,0.699889557785469,Normal,Hale_17
72,3.03050091135193,0.708612930496702,Normal,Hale_17
109,3.84674586781495,0.819966023493259,Normal,Hale_17
63,2.88188551332607,0.695580931744415,Normal,Hale_17
79,3.10810967090621,0.711327786908213,Normal,Hale_17
77,2.87139810952581,0.661032857291398,Normal,Hale_17
84,2.80954613615662,0.634092146822695,Normal,Hale_17
67,3.12665561273863,0.743610983195132,Normal,Hale_17
75,3.31435785846929,0.767658826454673,Normal,Hale_17
96,3.71581684450102,0.814095833321178,Normal,Hale_17
63,3.16703781658143,0.764406186554248,Normal,Hale_17
44,2.30659038344147,0.60953350824894,Normal,Hale_17
87,3.30706044962008,0.740512424742042,Normal,Hale_17
73,3.31056181640861,0.771610094867253,Normal,Hale_17
86,2.99968784257684,0.673429268772967,Normal,Hale_17
82,2.74982080027827,0.624006351660681,Normal,Hale_17
94,3.37229841501468,0.742258333792234,Normal,Hale_17
100,3.63564012624645,0.789469222507438,Normal,Hale_17
55,2.55024791845948,0.636395278500292,Normal,Hale_17
76,3.44803131635021,0.796177239608624,Normal,Hale_17
67,3.11510932803951,0.740864935922645,Normal,Hale_17
111,3.68869094510052,0.783239683667948,Normal,Hale_17
108,3.13994118188716,0.67062220804429,Normal,Hale_17
56,3.05797182909493,0.759678175731386,Normal,Hale_17
92,3.49251690015905,0.77237509906717,Normal,Hale_17
85,3.21126438796313,0.72282612398886,Normal,Hale_17
87,3.19404600067803,0.715206384864067,Normal,Hale_17
61,3.21127301675029,0.781165543593266,Normal,Hale_17
109,3.53383885174809,0.753267278500981,Normal,Hale_17
64,2.96172360155935,0.71214399207558,Normal,Hale_17
75,2.79898794845655,0.648290829031141,Normal,Hale_17
68,2.57373122891,0.609960073245697,Normal,Hale_17
77,2.79254024300839,0.642878759936879,CRC,Hale_17
63,2.9411029448616,0.709873836862446,Normal,Hale_17
105,3.68231731175333,0.791222321356626,Normal,Hale_17
92,3.69397941514477,0.816928821903367,Normal,Hale_17
87,3.45850681265801,0.774424085934829,Normal,Hale_17
65,3.14783127128947,0.754082232377106,Normal,Hale_17
75,3.21570187879877,0.744808507686868,CRC,Hale_17
98,3.4847771372058,0.760044025048619,Normal,Hale_17
101,3.68529258082151,0.798525751900373,Normal,Hale_17
100,3.54218313999015,0.769175295794228,Normal,Hale_17
92,3.55913188090134,0.787107097170842,Normal,Hale_17
71,2.88168895255503,0.676027530961386,Normal,Hale_17
102,3.66781539144166,0.793045827406081,Normal,Hale_17
75,2.94615070081207,0.682376100023349,Normal,Hale_17
51,2.7047076615981,0.687901223057045,Normal,Hale_17
103,3.85186801904439,0.831088080624908,Normal,Hale_17
103,3.65456730333599,0.788518015318076,Normal,Hale_17
94,3.49609545222073,0.769506628947803,Normal,Hale_17
70,3.06799006272258,0.722135694623648,Normal,Hale_17
91,2.94196331883538,0.652195732229106,Normal,Hale_17
57,2.57318005825208,0.636445072740884,Normal,Hale_17
122,3.76891707206639,0.784533838834517,Normal,Hale_17
62,3.03625761457854,0.735681790634344,Normal,Hale_17
64,3.11756185185084,0.74961517055497,Normal,Hale_17
117,3.72789213265142,0.782813098322865,Normal,Hale_17
85,3.29001165238435,0.740551410056763,Normal,Hale_17
85,3.10775427139363,0.699526947305053,Normal,Hale_17
81,3.38717657550414,0.770785246633857,Normal,Hale_17
83,3.23770358146482,0.73270431518897,Normal,Hale_17
75,3.23425081615265,0.749104741252798,CRC,Hale_17
79,2.97491270416868,0.680844080216914,Normal,Hale_17
111,3.85728795122431,0.81903879714997,Normal,Hale_17
106,3.52550613046607,0.755988458156831,Normal,Hale_17
96,3.52434669588397,0.772146766206848,Normal,Hale_17
92,3.7074081861152,0.819898613777004,Normal,Hale_17
87,3.21361602366683,0.719588477479688,Normal,Hale_17
81,3.18632257247634,0.725078948538625,Normal,Hale_17
106,3.63468336261579,0.77939977112703,Normal,Hale_17
112,3.78195800820426,0.801517200991981,Normal,Hale_17
71,2.92281639296176,0.685675790176968,CRC,Hale_17
112,3.98436869421522,0.844414463772378,CRC,Hale_17
101,3.69879299496093,0.801451009017746,Normal,Hale_17
69,3.05852770561141,0.722354929497064,Normal,Hale_17
93,3.44568570170597,0.760200786968023,Normal,Hale_17
84,3.48756846541279,0.787116376899905,CRC,Hale_17
