Observe,Shannon,J,Group,study
281,3.72274396076614,0.660253598627565,CRC,Mori_18
313,3.67495705306525,0.639545266884271,CRC,Mori_18
292,3.95096608971363,0.695990389460773,CRC,Mori_18
338,4.15616300960309,0.713743817960813,CRC,Mori_18
343,4.17148893237419,0.714573749186952,CRC,Mori_18
133,2.43196599262684,0.497299053474974,Normal,Mori_18
138,2.60235066365729,0.528154389837198,Normal,Mori_18
326,4.18706822527858,0.723542850225851,Normal,Mori_18
133,2.59135095328165,0.529890788027219,Normal,Mori_18
161,3.14629834711736,0.619178896448045,Normal,Mori_18
239,3.27007283956968,0.597113960233761,Normal,Mori_18
158,2.37518919290508,0.469164366774353,CRC,Mori_18
155,3.18294819759269,0.631108447890861,Normal,Mori_18
260,3.81197612705701,0.685523175035799,Normal,Mori_18
269,2.47901781045732,0.443100214158634,Normal,Mori_18
147,2.26748294640276,0.454366010756272,Normal,Mori_18
155,2.77117232893525,0.549462372235638,Normal,Mori_18
219,3.02335979040428,0.56101680251846,Normal,Mori_18
283,2.95747432580079,0.523868947741838,Normal,Mori_18
350,4.13859265836277,0.706493664099809,Normal,Mori_18
281,3.86201796097536,0.684954776254207,Normal,Mori_18
285,3.69668176090415,0.653991833157025,Normal,Mori_18
250,3.57681100058888,0.647801560818386,Normal,Mori_18
255,3.06959816965088,0.553952748255925,Normal,Mori_18
159,3.1248460825624,0.616473690939687,CRC,Mori_18
219,3.63538594184876,0.674584812396354,CRC,Mori_18
